earnings_30mo,enrolled,offer,age2225,age2629,age3035,age3644,age4554,married,hsorged,prior_employment_status,black,hispanic,male,afdc,class_tr,ojt_jsa
6965,0,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,1
18246,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
3538,1,1,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
0,0,1,0,1,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
0,0,0,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,0,0,0,0,1,0,Not married,Unknown,Unknown,0,0,0,0,1,0
10711,1,1,0,0,1,0,0,Married,Unknown,Worked 13 weeks or more in prior year,0,0,0,0,1,0
2166,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
10602,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,1,0
693,1,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
30753,1,1,0,0,0,0,1,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
12652,1,1,1,0,0,0,0,Unknown,Diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,0,0
11680,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,1,0
4953,1,1,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
13673,0,0,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
80,0,0,1,0,0,0,0,Married,Diploma/GED,Unknown,0,0,0,0,1,0
1113,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
19212,0,1,0,0,0,0,1,Married,Diploma/GED,Unknown,0,0,0,0,0,1
8580,1,1,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
37523,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
11681,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
15435,0,0,0,0,0,1,0,Not married,No diploma/GED,Unknown,1,0,1,0,0,0
12618,0,0,1,0,0,0,0,Not married,Diploma/GED,Unknown,0,0,0,1,1,0
34875,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
10586,1,1,0,0,0,1,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,0,1
34748,1,1,0,0,0,0,1,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
28586,1,1,0,0,1,0,0,Not married,Diploma/GED,Unknown,0,0,0,0,1,0
89,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,1,0,0,1,0,0,Unknown,No diploma/GED,Worked 13 weeks or more in prior year,1,0,0,1,0,0
7058,1,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
651,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
44605,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
26167,0,1,0,1,0,0,0,Unknown,Unknown,Unknown,1,0,1,0,0,0
32133,1,1,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
0,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
25899,1,1,0,0,1,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
13922,0,1,0,0,0,0,1,Not married,Unknown,Worked 13 weeks or more in prior year,0,0,0,0,0,0
24384,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
27710,1,1,0,0,0,0,0,Not married,Unknown,Worked less than 13 weeks in prior year,0,0,0,0,0,1
13158,0,1,0,0,0,0,1,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
15935,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,0
27824,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
25010,0,1,0,0,0,0,1,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
21784,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
3684,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
1305,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
39,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,0
35373,0,0,0,0,0,0,1,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
36099,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
4473,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
14145,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
131,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
41142,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
11468,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
561,1,1,0,0,0,0,1,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
13370,1,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,1,1,0
2835,0,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,1,0,1
0,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
1066,0,0,0,0,0,0,1,Unknown,No diploma/GED,Unknown,0,1,0,0,0,0
0,0,0,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
62,0,1,0,0,0,0,1,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
23520,1,1,0,0,0,0,1,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
26655,1,1,0,0,0,0,1,Unknown,Unknown,Worked 13 weeks or more in prior year,0,0,1,0,0,1
13977,1,1,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
4908,1,1,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
29927,0,1,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
3572,0,1,1,0,0,0,0,Unknown,Unknown,Worked less than 13 weeks in prior year,0,0,0,0,0,1
234,1,1,0,0,0,0,1,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
3525,1,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
107,1,1,0,0,0,1,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
2261,0,0,0,1,0,0,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
15726,1,1,0,0,0,0,1,Married,Unknown,Unknown,0,0,1,0,1,0
6642,0,0,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
3498,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
35178,0,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
39640,0,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,1
37600,0,0,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,1,0,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
21760,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
2825,0,0,0,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
0,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
18397,1,1,0,0,0,0,0,Unknown,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
0,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
15842,0,1,1,0,0,0,0,Not married,No diploma/GED,Unknown,1,0,0,0,1,0
3297,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
23913,0,1,0,0,0,0,1,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
7191,1,1,0,0,0,0,1,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
11486,1,1,0,0,0,1,0,Unknown,No diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,1
7754,0,0,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
10450,0,1,0,0,0,0,1,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,1,0,1
0,0,0,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,0
7542,0,1,0,1,0,0,0,Not married,No diploma/GED,Unknown,1,0,1,0,0,0
24863,1,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
5472,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
2835,1,1,1,0,0,0,0,Unknown,Diploma/GED,Unknown,1,0,0,1,0,1
4512,0,0,1,0,0,0,0,Not married,Diploma/GED,Unknown,0,0,0,1,1,0
22518,0,0,0,0,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,1,0,1
30738,0,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
0,0,1,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
38369,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,0,1
20412,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
22099,0,1,0,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
17311,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
3860,0,0,1,0,0,0,0,Not married,Unknown,Unknown,0,0,0,1,1,0
9516,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
14171,1,1,1,0,0,0,0,Not married,No diploma/GED,Unknown,0,1,0,0,1,0
105694,0,1,0,0,0,0,1,Married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
3919,1,1,1,0,0,0,0,Unknown,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
7190,0,0,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
360,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
7827,1,1,0,0,0,1,0,Married,Unknown,Worked 13 weeks or more in prior year,0,0,1,0,1,0
35837,0,0,0,0,0,0,1,Married,Diploma/GED,Unknown,1,0,1,0,0,1
0,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
33310,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
11838,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,1,0
0,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
13922,0,0,1,0,0,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,1
9198,0,0,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,0,0,0,0,0,1,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
37191,1,1,0,0,0,1,0,Unknown,Unknown,Worked 13 weeks or more in prior year,0,0,0,0,1,0
0,1,1,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
35178,1,1,1,0,0,0,0,Not married,No diploma/GED,Unknown,0,0,0,1,0,1
25382,1,1,0,1,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
2253,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
5709,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
2220,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
6665,0,1,0,0,0,1,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
3273,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
20252,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,1,0
31022,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
0,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,0,1,0,0
35107,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
27291,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,1
15128,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
243,0,1,0,1,0,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,0,0,0,0,1,0
0,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
6002,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
1341,0,0,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
2331,0,0,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,0
25529,0,0,1,0,0,0,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
1598,1,1,0,0,1,0,0,Not married,No diploma/GED,Unknown,0,0,1,0,1,0
18,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
58638,0,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
9840,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
19449,0,0,1,0,0,0,0,Not married,Diploma/GED,Unknown,0,0,1,0,0,0
60350,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
5505,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
0,0,0,1,0,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
16827,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,0
1008,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
1662,0,1,0,0,0,1,0,Not married,Diploma/GED,Unknown,0,1,1,0,0,1
12021,1,1,0,0,0,1,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
4083,0,0,0,0,0,1,0,Not married,Unknown,Worked less than 13 weeks in prior year,0,0,0,1,0,0
37427,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
31024,0,0,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,0,0
4284,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
27,1,1,0,1,0,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,0,1,0,1,1,0
70740,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
29426,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,0,1
17676,0,1,0,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,0
7944,1,1,0,0,0,1,0,Not married,Unknown,Worked 13 weeks or more in prior year,1,0,1,0,1,0
226,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,0,0,1,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
10095,1,1,0,0,1,0,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,1,0
38360,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
25936,1,1,0,1,0,0,0,Not married,Diploma/GED,Unknown,0,1,0,0,1,0
11268,1,1,1,0,0,0,0,Not married,Diploma/GED,Unknown,0,0,1,0,0,1
38885,0,1,1,0,0,0,0,Married,Diploma/GED,Unknown,0,0,0,0,0,1
17235,1,1,0,1,0,0,0,Married,Unknown,Worked 13 weeks or more in prior year,0,1,0,0,0,1
870,0,0,0,0,1,0,0,Not married,Diploma/GED,Unknown,0,1,0,0,0,1
708,0,0,0,1,0,0,0,Not married,No diploma/GED,Unknown,0,0,0,0,0,0
8442,0,0,0,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
7947,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
910,0,0,0,0,0,1,0,Not married,Unknown,Worked 13 weeks or more in prior year,0,0,1,0,0,1
49860,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
2310,0,0,0,1,0,0,0,Not married,Diploma/GED,Unknown,0,0,1,0,0,0
0,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,1,0
15069,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
5958,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
0,0,0,1,0,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,1
126,1,1,0,0,0,1,0,Unknown,Unknown,Unknown,1,0,0,0,1,0
2466,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
1384,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
10737,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
4038,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
27488,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
0,0,1,1,0,0,0,0,Not married,Unknown,Worked less than 13 weeks in prior year,0,0,1,0,1,0
16271,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
4032,0,0,1,0,0,0,0,Unknown,No diploma/GED,Unknown,0,0,0,0,1,0
6407,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
39078,1,1,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
10404,1,1,1,0,0,0,0,Unknown,Unknown,Unknown,1,0,1,0,0,0
14476,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,0,1
36847,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
7257,0,0,1,0,0,0,0,Married,No diploma/GED,Unknown,0,0,1,0,0,1
9591,0,1,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,1
25661,0,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
15353,0,0,0,0,0,1,0,Not married,Diploma/GED,Unknown,0,0,0,0,0,0
2430,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
24264,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
34998,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
591,1,1,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
3075,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,1,1,0
42968,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
834,0,0,0,0,0,0,1,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
38840,0,0,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
5304,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
99294,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,0,0,1,0,0,0,Not married,Diploma/GED,Unknown,0,0,1,0,0,1
2391,0,0,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
14937,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,0,0
52092,1,1,0,0,0,1,0,Married,Diploma/GED,Unknown,0,1,1,0,0,0
2322,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
38832,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
31506,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
5211,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,1,0,0,1
6432,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
14598,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
6627,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
15556,1,1,0,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
20897,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
3966,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,1,0
42089,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
2664,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
37782,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
9792,1,1,1,0,0,0,0,Unknown,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
3458,0,1,1,0,0,0,0,Not married,Diploma/GED,Unknown,1,0,1,0,0,1
1014,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,1,0,0
22900,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
41470,0,1,0,0,1,0,0,Married,Diploma/GED,Unknown,0,0,1,0,0,1
31839,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
28007,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
31413,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
69652,0,0,0,0,0,0,1,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,1
6783,0,1,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
6213,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
198,1,1,0,0,1,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,0,0
110,0,0,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,0,0,0,0,0,1,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
0,0,1,0,0,0,0,1,Married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,1
0,1,1,0,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
2439,0,0,0,0,0,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,0,0,0,0,1,0
26866,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,1,1,0
74046,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
1677,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,0
0,0,0,1,0,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
8984,0,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
28663,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
11146,1,1,0,0,0,0,1,Married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
10887,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
5513,0,0,0,0,1,0,0,Not married,Unknown,Unknown,1,0,0,0,0,1
443,1,1,1,0,0,0,0,Not married,No diploma/GED,Unknown,0,0,0,0,0,1
